iteration,isolation,commit_hint_first,thread_a_committed,thread_b_committed,thread_a_error,thread_b_error,invariant_ok,invariant_detail
524,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
525,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f9b7b69d-9dd8-4575-bab8-72d74ff02efd, reason=kind_outranked -- payload={""value"": ""INFERRED_iter525"", ""writer"": ""kndb_native"", ""fact_id"": ""f638e30c-dff5-4655-bb30-7d268ed06edd"", ""provsql"": ""ed92a58c-6cea-4992-9228-770755515a99"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.508715-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000525, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
526,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=b08913cc-cc53-4ac7-8222-0c1e2e22d935, reason=kind_outranked -- payload={""value"": ""INFERRED_iter526"", ""writer"": ""kndb_native"", ""fact_id"": ""4db1ef87-84b5-43e8-86c7-cf7b887cf4f7"", ""provsql"": ""e8cec672-06c1-4dec-b646-28cdc3ec2c55"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.516589-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000526, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
527,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000527 attribute='s2_slot' is INFERRED, expected MEASURED"
528,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000528 attribute='s2_slot' is INFERRED, expected MEASURED"
529,SERIALIZABLE,A,1,1,,,1,
530,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000530 attribute='s2_slot' is INFERRED, expected MEASURED"
531,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
532,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
533,SERIALIZABLE,A,1,1,,,1,
534,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
535,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
536,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000536 attribute='s2_slot' is INFERRED, expected MEASURED"
537,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
538,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
539,SERIALIZABLE,A,1,1,,,1,
540,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=58bca809-c6a9-43f1-8315-69fcd09a3b30, reason=kind_outranked -- payload={""value"": ""INFERRED_iter540"", ""writer"": ""kndb_native"", ""fact_id"": ""60ae5021-1f5a-47be-a6a4-89490a52add5"", ""provsql"": ""a30a40b0-db3c-4ff3-901b-d5be5f7f0838"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.631993-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000540, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
541,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=2731d210-6867-450d-8faf-6b0546139135, reason=kind_outranked -- payload={""value"": ""INFERRED_iter541"", ""writer"": ""kndb_native"", ""fact_id"": ""26c01570-0c45-4e70-aca3-6ea4d76399c6"", ""provsql"": ""90eda20f-f6ab-47b1-889b-b2b62b186a15"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.639929-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000541, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
542,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000542 attribute='s2_slot' is INFERRED, expected MEASURED"
543,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000543 attribute='s2_slot' is INFERRED, expected MEASURED"
544,SERIALIZABLE,A,1,1,,,1,
545,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
546,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
547,SERIALIZABLE,A,1,1,,,1,
548,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=427b2128-371f-48f3-b722-f45ea5d15ba6, reason=kind_outranked -- payload={""value"": ""INFERRED_iter548"", ""writer"": ""kndb_native"", ""fact_id"": ""e026af2d-af48-412f-9a07-6aa243fa176b"", ""provsql"": ""cd33f89e-1b6c-4706-baa9-8e340302e0bd"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.697143-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000548, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
549,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000549 attribute='s2_slot' is INFERRED, expected MEASURED"
550,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
551,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
552,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000552 attribute='s2_slot' is INFERRED, expected MEASURED"
553,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f6ee8135-75a8-442c-a952-b035e076ded7, reason=kind_outranked -- payload={""value"": ""INFERRED_iter553"", ""writer"": ""kndb_native"", ""fact_id"": ""0eadda8c-ebc4-4f0a-9fd1-23ed279cbc51"", ""provsql"": ""c55f5910-2302-435c-9a82-bfb3b1acc0dd"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.736863-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000553, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
554,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
555,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=275da377-edfa-40a3-a162-5acec186e54c, reason=kind_outranked -- payload={""value"": ""INFERRED_iter555"", ""writer"": ""kndb_native"", ""fact_id"": ""3f51d90b-e177-4b3a-b293-4e38c3c82a82"", ""provsql"": ""5644aedd-876c-4985-bb7a-02d53bec5574"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.753331-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000555, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
556,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000556 attribute='s2_slot' is INFERRED, expected MEASURED"
557,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f8572396-b8fb-4a5c-8978-c2e5894721ab, reason=kind_outranked -- payload={""value"": ""INFERRED_iter557"", ""writer"": ""kndb_native"", ""fact_id"": ""52409fff-81f3-42d3-9d52-b0607f090f4a"", ""provsql"": ""588f512c-da99-43db-ad92-4010a67abd9a"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.770035-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000557, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
558,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=4af5453f-6f24-4630-bcf9-8be467b4003c, reason=kind_outranked -- payload={""value"": ""INFERRED_iter558"", ""writer"": ""kndb_native"", ""fact_id"": ""a4d718b8-61a1-47b7-8657-99817c67d7f1"", ""provsql"": ""c9182e3f-e4b5-44b8-bc76-bc6f1e00a90e"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.778548-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000558, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
559,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000559 attribute='s2_slot' is INFERRED, expected MEASURED"
560,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000560 attribute='s2_slot' is INFERRED, expected MEASURED"
561,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000561 attribute='s2_slot' is INFERRED, expected MEASURED"
562,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
563,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000563 attribute='s2_slot' is INFERRED, expected MEASURED"
564,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=3eb62b1f-b730-46b8-a67e-11408bd5841d, reason=kind_outranked -- payload={""value"": ""INFERRED_iter564"", ""writer"": ""kndb_native"", ""fact_id"": ""ecfd8ff6-a913-4d67-9088-b10aaada21aa"", ""provsql"": ""44af5c33-04f6-47f2-8472-975ec13fc2e1"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.827575-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000564, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
565,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
566,SERIALIZABLE,A,1,1,,,1,
567,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
568,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
569,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
570,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
571,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000571 attribute='s2_slot' is INFERRED, expected MEASURED"
572,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
573,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=e872f2ba-6661-45ea-bc0b-7f3f326c6c5a, reason=kind_outranked -- payload={""value"": ""INFERRED_iter573"", ""writer"": ""kndb_native"", ""fact_id"": ""e6fcab38-ad4b-40f3-8394-425f6fe21259"", ""provsql"": ""14b73619-2793-416b-bac5-f9890ddfac39"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.902439-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000573, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
574,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000574 attribute='s2_slot' is INFERRED, expected MEASURED"
575,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
576,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
577,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000577 attribute='s2_slot' is INFERRED, expected MEASURED"
578,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000578 attribute='s2_slot' is INFERRED, expected MEASURED"
579,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
580,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000580 attribute='s2_slot' is INFERRED, expected MEASURED"
581,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=61edeeac-ad0d-449b-8ae9-b11685c23d61, reason=kind_outranked -- payload={""value"": ""INFERRED_iter581"", ""writer"": ""kndb_native"", ""fact_id"": ""6ff16b6f-b75b-43cb-bf99-67911dc552a3"", ""provsql"": ""5e822628-a13e-4a66-8903-192c3b4acf25"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:31.971266-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000581, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
582,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
583,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000583 attribute='s2_slot' is INFERRED, expected MEASURED"
584,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
585,SERIALIZABLE,A,1,1,,,1,
586,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000586 attribute='s2_slot' is INFERRED, expected MEASURED"
587,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
588,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000588 attribute='s2_slot' is INFERRED, expected MEASURED"
589,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000589 attribute='s2_slot' is INFERRED, expected MEASURED"
590,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=7366a235-ed48-4df2-90a2-93f53867b4d7, reason=kind_outranked -- payload={""value"": ""INFERRED_iter590"", ""writer"": ""kndb_native"", ""fact_id"": ""6b1da120-d8c7-42b1-90a1-d58a2e572853"", ""provsql"": ""cb4a86d2-bf07-4f64-945e-03bda8d7247b"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.04496-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000590, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
591,SERIALIZABLE,A,1,1,,,1,
592,SERIALIZABLE,A,1,1,,,1,
593,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
594,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000594 attribute='s2_slot' is INFERRED, expected MEASURED"
595,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=c64c6956-9d98-42e1-a27f-752406b11328, reason=kind_outranked -- payload={""value"": ""INFERRED_iter595"", ""writer"": ""kndb_native"", ""fact_id"": ""ce447e48-f21b-42a4-88e8-43bafac84c69"", ""provsql"": ""879b89ab-3255-4ceb-89b7-34d98b90c661"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.086668-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000595, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
596,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
597,SERIALIZABLE,A,1,1,,,1,
598,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000598 attribute='s2_slot' is INFERRED, expected MEASURED"
599,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=3c2280b9-95a4-47e6-9d3d-ad46f9ab85bf, reason=kind_outranked -- payload={""value"": ""INFERRED_iter599"", ""writer"": ""kndb_native"", ""fact_id"": ""7de96f25-a0ed-43d0-928c-23a592928a0f"", ""provsql"": ""cc6408db-dee3-4788-a731-0006e1a59267"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.120722-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000599, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
600,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000600 attribute='s2_slot' is INFERRED, expected MEASURED"
601,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
602,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000602 attribute='s2_slot' is INFERRED, expected MEASURED"
603,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=1ecbe7af-313e-4280-a904-72c93fadc8b8, reason=kind_outranked -- payload={""value"": ""INFERRED_iter603"", ""writer"": ""kndb_native"", ""fact_id"": ""e99af180-4692-4cc4-acf4-facb7a9657b0"", ""provsql"": ""7592c88a-45c7-42fe-b71d-2734c3f133db"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:32.153163-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000603, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
